human_gene,human_SIX2_normalized_ regulatory_score,ITGA8+_cells_RPKM,mouse_gene,mouse_Six2_normalized_ regulatory_score,Cited1+_cells_RPKM,z_score
DGAT1,0.000,11.991,Dgat1,0.000,8.584,0.000
GGPS1,0.000,10.738,Ggps1,0.000,9.908,0.000
ELMO2,0.000,13.237,Elmo2,0.000,14.380,0.000
CXCL3,0.000,9.935,Cxcl3,0.000,0.143,0.000
MCF2,0.000,0.215,Mcf2,0.000,0.147,0.000
CPSF3L,0.000,56.621,Cpsf3l,0.000,17.950,0.000
MADD,0.000,10.785,Madd,0.000,2.549,0.000
RABIF,0.000,2.841,Rabif,0.000,11.100,0.000
DAK,0.000,5.965,Dak,0.000,11.590,0.000
ROPN1L,0.000,0.000,Ropn1l,0.000,0.759,0.000
RIN1,0.000,2.218,Rin1,0.000,1.908,0.000
CPLX4,0.521,0.000,Cplx4,0.000,0.000,0.722
TARDBP,0.757,52.033,Tardbp,0.000,43.160,0.870
PI4K2A,0.000,10.958,Pi4k2a,0.000,17.630,0.000
PEX6,0.000,18.076,Pex6,0.000,23.010,0.000
PRR3,0.000,7.020,Prr3,0.000,11.090,0.000
02-Mar,0.000,8.325,02-Mar,0.000,2.127,0.000
XYLT2,0.458,12.512,Xylt2,0.000,10.290,0.676
KLHL22,0.000,14.791,Klhl22,0.000,27.140,0.000
RFC4,0.000,31.293,Rfc4,0.000,18.830,0.000
GEMIN4,0.000,7.476,Gemin4,0.000,8.283,0.000
DNAJC27,0.000,3.225,Dnajc27,0.000,4.968,0.000
GJB4,0.000,0.000,Gjb4,0.000,0.000,0.000
TMED3,0.000,18.810,Tmed3,0.000,15.320,0.000
MSL1,0.521,43.237,Msl1,0.000,34.160,0.722
TMEM52,0.000,1.022,Tmem52,0.000,0.063,0.000
KARS,0.000,53.329,Kars,0.000,82.720,0.000
AGPAT6,0.000,13.801,Agpat6,0.000,24.750,0.000
HSD17B10,0.000,53.219,Hsd17b10,0.000,56.180,0.000
PATE2,0.000,0.213,Pate2,0.000,0.046,0.000
CCDC108,0.000,0.050,Ccdc108,0.000,0.002,0.000
STAT1,0.300,14.303,Stat1,0.000,1.329,0.548
VAMP1,0.000,5.414,Vamp1,0.000,0.942,0.000
PPIL3,0.000,18.201,Ppil3,0.000,12.070,0.000
SBF1,0.284,27.473,Sbf1,0.000,15.050,0.533
HOXC12,0.000,0.000,Hoxc12,0.000,0.000,0.000
TFF2,0.000,0.000,Tff2,0.000,0.000,0.000
GSTZ1,0.000,7.671,Gstz1,0.000,12.910,0.000
USP10,0.931,30.263,Usp10,0.000,36.340,0.965
ENAM,0.000,0.018,Enam,0.000,0.000,0.000
CCDC30,0.000,1.946,Ccdc30,0.000,1.256,0.000
TEX22,0.000,1.427,Tex22,0.000,0.003,0.000
CCDC132,0.000,3.409,Ccdc132,0.000,7.809,0.000
GRIA4,0.584,0.074,Gria4,0.000,1.184,0.764
SLC6A19,0.000,0.058,Slc6a19,0.000,0.031,0.000
MAPRE1,0.300,44.793,Mapre1,0.000,24.040,0.548
PXMP2,0.000,36.714,Pxmp2,0.000,1.883,0.000
NUP50,0.000,11.881,Nup50,0.000,20.320,0.000
RHBDL3,0.300,0.455,Rhbdl3,0.000,0.405,0.548
RABGAP1,0.000,19.284,Rabgap1,0.000,16.720,0.000
GSPT1,0.000,15.392,Gspt1,0.000,27.400,0.000
VWA5A,0.000,2.338,Vwa5a,0.000,5.975,0.000
ZSCAN20,0.284,1.274,Zscan20,0.000,2.226,0.533
SELE,0.000,0.526,Sele,0.000,0.000,0.000
APC2,0.000,2.174,Apc2,0.000,1.081,0.000
SLC10A1,0.000,0.068,Slc10a1,0.000,0.365,0.000
SIRT3,0.000,8.636,Sirt3,0.000,6.421,0.000
NUP160,0.410,22.011,Nup160,0.000,11.200,0.640
HRSP12,0.000,7.760,Hrsp12,0.000,12.610,0.000
TBCC,0.000,14.729,Tbcc,0.000,9.643,0.000
ERAS,0.000,0.000,Eras,0.000,0.007,0.000
ARRB1,0.000,2.269,Arrb1,0.000,3.599,0.000
HDLBP,0.000,64.599,Hdlbp,0.000,63.160,0.000
PKD1L3,0.000,0.116,Pkd1l3,0.000,0.028,0.000
YWHAQ,0.000,191.413,Ywhaq,0.000,176.000,0.000
CHURC1,0.726,9.613,Churc1,0.000,15.960,0.852
GFRAL,0.363,0.527,Gfral,0.000,0.000,0.602
GNAL,0.300,1.868,Gnal,0.000,0.463,0.548
COQ10A,0.000,6.917,Coq10a,0.000,3.035,0.000
MMP19,0.000,5.249,Mmp19,0.000,0.125,0.000
FNDC7,0.000,0.034,Fndc7,0.000,0.004,0.000
DEDD2,0.000,19.032,Dedd2,0.000,7.302,0.000
FGF14,2.099,0.307,Fgf14,0.000,0.005,1.449
MPV17L2,0.000,5.180,Mpv17l2,0.000,7.993,0.000
ABCA1,1.373,2.062,Abca1,0.000,2.211,1.172
PAPOLA,0.931,43.408,Papola,0.000,50.160,0.965
RHCG,0.000,0.056,Rhcg,0.000,0.765,0.000
NGLY1,0.000,6.640,Ngly1,0.000,5.912,0.000
UGT1A9,0.347,0.000,Ugt1a9,0.000,0.036,0.589
MDFI,0.000,16.038,Mdfi,0.000,5.256,0.000
SPOPL,0.000,5.498,Spopl,0.000,3.981,0.000
POLR2D,0.000,15.010,Polr2d,0.000,49.790,0.000
GAB3,0.000,0.639,Gab3,0.000,0.189,0.000
LY6G5B,0.000,17.055,Ly6g5b,0.000,0.442,0.000
EHMT2,0.000,47.565,Ehmt2,0.000,70.930,0.000
IL27,0.000,0.115,Il27,0.000,0.015,0.000
CRP,0.000,0.000,Crp,0.000,0.002,0.000
CPLX1,0.458,4.933,Cplx1,0.000,0.020,0.676
MYBL2,0.000,28.150,Mybl2,0.000,7.685,0.000
INHBE,0.000,0.274,Inhbe,0.000,0.010,0.000
TRIM7,0.000,0.718,Trim7,0.000,0.296,0.000
XCR1,0.000,0.000,Xcr1,0.000,0.246,0.000
DMTF1,0.000,28.602,Dmtf1,0.000,14.790,0.000
BPNT1,0.000,9.866,Bpnt1,0.000,11.410,0.000
CD84,0.000,1.012,Cd84,0.000,0.934,0.000
BMP8A,0.000,1.715,Bmp8a,0.000,0.036,0.000
DNAJB3,0.000,0.000,Dnajb3,0.000,1.791,0.000
IL5RA,0.710,0.133,Il5ra,0.000,0.024,0.843
TMEM59L,0.316,10.086,Tmem59l,0.000,0.032,0.562
IL25,0.000,0.000,Il25,0.000,0.015,0.000
HAUS7,0.000,7.875,Haus7,0.000,11.890,0.000
GPR152,0.000,0.000,Gpr152,0.000,0.006,0.000
ANO7,0.000,0.443,Ano7,0.000,0.058,0.000
FN3KRP,0.000,18.458,Fn3krp,0.000,3.570,0.000
PLEKHG2,0.000,31.497,Plekhg2,0.000,16.800,0.000
AP4M1,0.000,12.115,Ap4m1,0.000,15.790,0.000
ADAP1,0.000,3.872,Adap1,0.000,0.967,0.000
CLEC9A,0.000,0.000,Clec9a,0.000,0.000,0.000
FGD5,0.442,2.399,Fgd5,0.000,0.698,0.665
PXMP4,0.000,3.037,Pxmp4,0.000,8.644,0.000
NXF1,0.000,49.740,Nxf1,0.000,47.530,0.000
PHB2,0.000,148.788,Phb2,0.000,157.800,0.000
DUS1L,0.000,44.839,Dus1l,0.000,17.860,0.000
IFITM2,0.426,124.307,Ifitm2,0.000,97.210,0.653
CYB5R3,0.347,37.692,Cyb5r3,0.000,46.270,0.589
ALLC,0.000,0.000,Allc,0.000,0.000,0.000
CAMK2A,0.000,0.124,Camk2a,0.000,2.671,0.000
ING2,0.284,10.355,Ing2,0.000,5.535,0.533
PHKG2,0.000,9.030,Phkg2,0.000,10.750,0.000
SPACA4,0.000,0.251,Spaca4,0.000,0.163,0.000
DHDH,0.000,1.099,Dhdh,0.000,1.447,0.000
F5,0.000,0.592,F5,0.000,0.079,0.000
IRF9,0.000,12.824,Irf9,0.000,4.475,0.000
LAMB2,0.000,46.730,Lamb2,0.000,15.540,0.000
GAL,0.000,0.503,Gal,0.000,0.155,0.000
PRKCD,0.316,11.075,Prkcd,0.000,9.692,0.562
RB1,0.300,10.269,Rb1,0.000,3.339,0.548
CCL17,0.000,0.000,Ccl17,0.000,0.000,0.000
POLB,0.000,16.465,Polb,0.000,16.150,0.000
PLP1,0.000,1.137,Plp1,0.000,1.588,0.000
SCN1B,0.000,2.140,Scn1b,0.000,0.248,0.000
SARS,0.000,43.261,Sars,0.000,48.570,0.000
APCS,0.000,0.000,Apcs,0.000,0.015,0.000
PLK1,0.000,18.606,Plk1,0.000,22.950,0.000
FUK,0.789,5.160,Fuk,0.000,5.890,0.888
SELPLG,0.316,2.126,Selplg,0.000,0.336,0.562
NR0B2,0.000,0.000,Nr0b2,0.000,0.000,0.000
GZMB,0.852,1.067,Gzmb,0.000,0.000,0.923
GSTP1,0.000,264.193,Gstp1,0.000,43.900,0.000
FOXE3,0.000,0.163,Foxe3,0.000,0.008,0.000
DCAF6,0.410,13.030,Dcaf6,0.000,7.785,0.640
CLTB,0.000,28.488,Cltb,0.000,9.703,0.000
ZC3HAV1,0.000,4.930,Zc3hav1,0.000,0.326,0.000
TTC25,0.000,1.694,Ttc25,0.000,0.280,0.000
TBC1D21,0.000,0.000,Tbc1d21,0.000,0.000,0.000
CLDND2,0.000,0.125,Cldnd2,0.000,0.018,0.000
TCF3,0.000,82.452,Tcf3,0.000,50.850,0.000
GMEB2,0.000,9.589,Gmeb2,0.000,7.203,0.000
GIMAP4,0.000,0.712,Gimap4,0.000,0.242,0.000
SNX1,0.300,13.861,Snx1,0.000,32.380,0.548
CSNK1D,0.000,42.278,Csnk1d,0.000,62.150,0.000
HSPB11,0.000,26.390,Hspb11,0.000,12.300,0.000
TMEM219,0.584,44.441,Tmem219,0.000,5.885,0.764
HSDL2,0.300,8.352,Hsdl2,0.000,5.909,0.548
DSN1,0.000,11.931,Dsn1,0.000,9.566,0.000
EXD1,0.268,0.486,Exd1,0.000,0.114,0.518
PGK1,0.000,70.044,Pgk1,0.000,191.800,0.000
PCDHB12,0.000,4.319,Pcdhb12,0.000,0.199,0.000
HOXB9,0.000,33.322,Hoxb9,0.000,42.820,0.000
PCDHB10,0.000,5.652,Pcdhb10,0.000,0.214,0.000
GBP2,0.000,0.625,Gbp2,0.000,0.190,0.000
BEX2,0.000,44.810,Bex2,0.000,13.210,0.000
NGFRAP1,0.000,207.467,Ngfrap1,0.000,106.300,0.000
SLC5A6,0.000,13.344,Slc5a6,0.000,4.298,0.000
COG7,0.000,8.375,Cog7,0.000,8.241,0.000
ARID3A,0.000,10.997,Arid3a,0.000,5.618,0.000
CPA3,0.000,0.065,Cpa3,0.000,0.000,0.000
DPAGT1,0.000,12.992,Dpagt1,0.000,12.780,0.000
REEP5,0.000,13.885,Reep5,0.000,13.660,0.000
BLZF1,0.000,4.635,Blzf1,0.000,4.410,0.000
PFAS,0.000,19.206,Pfas,0.000,16.080,0.000
PDLIM2,0.000,5.106,Pdlim2,0.000,4.400,0.000
GMFG,0.000,5.308,Gmfg,0.000,0.824,0.000
DUOXA2,0.442,0.078,Duoxa2,0.000,0.000,0.665
RBM22,0.000,32.699,Rbm22,0.000,33.850,0.000
WDR55,0.000,7.750,Wdr55,0.000,14.090,0.000
CCDC70,0.000,0.000,Ccdc70,0.000,0.000,0.000
SERPINI2,0.000,0.000,Serpini2,0.000,0.003,0.000
ACOT4,0.000,0.777,Acot4,0.000,0.393,0.000
LTBP3,0.000,35.997,Ltbp3,0.000,9.377,0.000
IMPACT,0.000,10.142,Impact,0.000,10.190,0.000
GIGYF2,0.000,11.276,Gigyf2,0.000,12.710,0.000
RPS3,0.000,894.946,Rps3,0.000,524.000,0.000
MPP5,0.000,5.733,Mpp5,0.000,6.853,0.000
ARL2,0.000,46.004,Arl2,0.000,29.090,0.000
CKB,0.000,38.060,Ckb,0.000,48.460,0.000
MYO1G,0.000,1.349,Myo1g,0.000,0.314,0.000
LARP7,0.000,20.884,Larp7,0.000,25.260,0.000
CITED4,0.000,7.183,Cited4,0.000,0.914,0.000
NDRG2,0.000,31.756,Ndrg2,0.000,10.570,0.000
WISP2,0.000,0.080,Wisp2,0.000,0.137,0.000
VAMP5,0.000,18.360,Vamp5,0.000,0.241,0.000
